per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;per_tit_carr;tasa_emp
2022-2023;125;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2do año;0.3883495145631068
2022-2023;126;Derecho;Institutos Profesionales;Técnico Jurídico;2do año;0.5821812596006144
2022-2023;127;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2do año;0.4628099173553719
2022-2023;128;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2do año;0.43137254901960786
2022-2023;129;Salud;Institutos Profesionales;Terapia Ocupacional;2do año;0.6384364820846905
2022-2023;130;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2do año;0.7240300375469336
2021-2022;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;1er año;0.6985294117647058
2021-2022;2;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;1er año;0.4276827371695179
2021-2022;3;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;1er año;0.33775363476593706
2021-2022;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;1er año;0.20008216926869352
2021-2022;5;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;1er año;0.41588492808005
2021-2022;6;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;1er año;0.597642115092798
2021-2022;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;1er año;0.6422018348623854
2021-2022;8;Tecnología;Centro de Formación Técnica;Técnico en Administración de Redes y Soporte;1er año;0.7278481012658228
2021-2022;9;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;1er año;0.6911764705882353
2021-2022;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;1er año;0.7391304347826086
2021-2022;11;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;1er año;0.7725631768953068
2021-2022;12;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;1er año;0.669449081803005
2021-2022;13;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;1er año;0.6507352941176471
2021-2022;14;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;1er año;0.5204575450945886
2021-2022;15;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;1er año;0.6557083084279737
2021-2022;16;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;1er año;0.2920181700194679
2021-2022;17;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;1er año;0.679410593389088
2021-2022;18;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;1er año;0.662020905923345
2021-2022;19;Salud;Centro de Formación Técnica;Técnico en Enfermería;1er año;0.5587716484926235
2021-2022;20;Salud;Centro de Formación Técnica;Técnico en Farmacia;1er año;0.7446153846153846
2021-2022;21;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;1er año;0.2970922882427307
2021-2022;22;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;1er año;0.7279957582184517
2021-2022;23;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;1er año;0.50293542074364
2021-2022;24;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;1er año;0.7
2021-2022;25;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;1er año;0.6704129639309985
2021-2022;26;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;1er año;0.5833685992382565
2021-2022;27;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;1er año;0.7066290550070522
2021-2022;28;Tecnología;Centro de Formación Técnica;Técnico en Minería y Metalurgia;1er año;0.6282225237449118
2021-2022;29;Salud;Centro de Formación Técnica;Técnico en Podología;1er año;0.3585237258347979
2021-2022;30;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;1er año;0.4549188745122202
2021-2022;31;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;1er año;0.7265625
2021-2022;32;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;1er año;0.2681818181818182
2021-2022;33;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);1er año;0.6871657754010695
2021-2022;34;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;1er año;0.6230769230769231
2021-2022;35;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;1er año;0.6625514403292181
2021-2022;36;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;1er año;0.41853658536585364
2021-2022;37;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;1er año;0.656043956043956
2021-2022;38;Salud;Centro de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;1er año;0.22264150943396227
2021-2022;39;Tecnología;Centro de Formación Técnica;Técnico en Topografía;1er año;0.5946969696969697
2021-2022;40;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;1er año;0.285899935022742
2021-2022;41;Derecho;Centro de Formación Técnica;Técnico Jurídico;1er año;0.44370860927152317
2021-2022;42;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;1er año;0.27598566308243727
2021-2022;43;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;1er año;0.4017467248908297
2021-2022;44;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;1er año;0.7888515136953388
2021-2022;45;Administración y Comercio;Instituto Profesional;Administración Gastronómica;1er año;0.3347079037800687
2021-2022;46;Ciencias Sociales;Instituto Profesional;Administración Pública;1er año;0.9952
2021-2022;47;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;1er año;0.3577023498694517
2021-2022;48;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;1er año;0.42280285035629456
2021-2022;49;Tecnología;Instituto Profesional;Construcción Civil;1er año;0.7059386973180076
2021-2022;50;Administración y Comercio;Instituto Profesional;Contador Auditor;1er año;0.8276306107431936
2021-2022;51;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;1er año;0.4578313253012048
2021-2022;52;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;1er año;0.37866666666666665
2021-2022;53;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;1er año;0.4379977246871445
2021-2022;54;Tecnología;Instituto Profesional;Diseño Industrial;1er año;0.429042904290429
2021-2022;55;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;1er año;0.5308943089430894
2021-2022;56;Tecnología;Instituto Profesional;Ingeniería en Automatización, Instrumentación y Control;1er año;0.8558558558558559
2021-2022;57;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;1er año;0.7427258805513017
2021-2022;58;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;1er año;0.8441265060240963
2021-2022;59;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;1er año;0.8740740740740741
2021-2022;60;Tecnología;Instituto Profesional;Ingeniería en Construcción;1er año;0.6683378326263015
2021-2022;61;Tecnología;Instituto Profesional;Ingeniería en Electricidad;1er año;0.782703886152162
2021-2022;62;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;1er año;0.7984615384615384
2021-2022;63;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;1er año;0.8814229249011858
2021-2022;64;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;1er año;0.8663282571912013
2021-2022;65;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;1er año;0.6569978245105149
2021-2022;66;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;1er año;0.7071197411003236
2021-2022;67;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;1er año;0.48945147679324896
2021-2022;68;Tecnología;Instituto Profesional;Ingeniería en Minas y Metalurgia;1er año;0.6382575757575758
2021-2022;69;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;1er año;0.6332990044627532
2021-2022;70;Tecnología;Instituto Profesional;Ingeniería en Química;1er año;0.7295597484276729
2021-2022;71;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;1er año;0.7722145804676753
2021-2022;72;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;1er año;0.8863636363636364
2021-2022;73;Administración y Comercio;Instituto Profesional;Ingeniería en Seguridad Privada;1er año;1.0
2021-2022;74;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;1er año;0.815592203898051
2021-2022;75;Tecnología;Instituto Profesional;Ingeniería Industrial;1er año;0.87890625
2021-2022;76;Tecnología;Instituto Profesional;Ingeniería Mecánica;1er año;0.7946330777656079
2021-2022;77;Salud;Instituto Profesional;Kinesiología;1er año;0.4824561403508772
2021-2022;78;Educación;Instituto Profesional;Psicopedagogía;1er año;0.5336281126367233
2021-2022;79;Ciencias Sociales;Instituto Profesional;Publicidad;1er año;0.5846153846153846
2021-2022;80;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;1er año;0.5022026431718062
2021-2022;81;Agropecuaria;Instituto Profesional;Técnico Agropecuario;1er año;0.5180327868852459
2021-2022;82;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;1er año;0.4959357752132464
2021-2022;83;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;1er año;0.2959409594095941
2021-2022;84;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;1er año;0.423328488372093
2021-2022;85;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;1er año;0.6962523244171077
2021-2022;86;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;1er año;0.6648895658796649
2021-2022;87;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;1er año;0.7014925373134329
2021-2022;88;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;1er año;0.6805555555555556
2021-2022;89;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;1er año;0.6705981465880371
2021-2022;90;Humanidades;Instituto Profesional;Técnico en Bibliotecas y Centros de Documentación;1er año;0.7883597883597884
2021-2022;91;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;1er año;0.7331240188383046
2021-2022;92;Tecnología;Instituto Profesional;Técnico en Computación e Informática;1er año;0.7202652300041442
2021-2022;93;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;1er año;0.35694050991501414
2021-2022;94;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;1er año;0.5675029868578255
2021-2022;95;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;1er año;0.7231695085255767
2021-2022;96;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;1er año;0.6837088388214905
2021-2022;97;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;1er año;0.34383561643835614
2021-2022;98;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;1er año;0.6176046176046176
2021-2022;99;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;1er año;0.3775167785234899
2021-2022;100;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;1er año;0.7004698512137824
2021-2022;101;Tecnología;Instituto Profesional;Técnico en Electromecánica;1er año;0.712253829321663
2021-2022;102;Salud;Instituto Profesional;Técnico en Enfermería;1er año;0.5587642713230356
2021-2022;103;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;1er año;0.3720452209660843
2021-2022;104;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;1er año;0.7409200968523002
2021-2022;105;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;1er año;0.5256064690026954
2021-2022;106;Administración y Comercio;Instituto Profesional;Técnico en Logística;1er año;0.8
2021-2022;107;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;1er año;0.6755126658624849
2021-2022;108;Salud;Instituto Profesional;Técnico en Masoterapia;1er año;0.2943495400788436
2021-2022;109;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;1er año;0.5561694290976059
2021-2022;110;Tecnología;Instituto Profesional;Técnico en Minería y Metalurgia;1er año;0.5818713450292398
2021-2022;111;Salud;Instituto Profesional;Técnico en Nutrición y Dietética;1er año;0.4476987447698745
2021-2022;112;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;1er año;0.22493461203138623
2021-2022;113;Salud;Instituto Profesional;Técnico en Podología;1er año;0.7213930348258707
2021-2022;114;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;1er año;0.5043087971274686
2021-2022;115;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;1er año;0.5510835913312694
2021-2022;116;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;1er año;0.6068548387096774
2021-2022;117;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;1er año;0.4456771231828615
2021-2022;118;Tecnología;Instituto Profesional;Técnico en Sonido;1er año;0.3003533568904594
2021-2022;119;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;1er año;0.7136929460580913
2021-2022;120;Tecnología;Instituto Profesional;Técnico en Topografía;1er año;0.7
